id,accession,organism,collection_date,country,host,isolation_source,coded_by,protein_id,taxon_id,isolate
1709,QHA24687.1,Pipistrellus abramus bat coronavirus HKU5-related,2018-03-01 00:00:00,China,Pipistrellus abramus,,MN611520.1:21743..25822,1,732,BY140568
1710,QHA24678.1,Tylonycteris pachypus bat coronavirus HKU4-related,2018-03-01 00:00:00,China,Tylonycteris pachypus,,MN611519.1:21592..25650,1,733,GZ131656
1711,YP_009273005.1,Rousettus bat coronavirus,2014-05-28 00:00:00,China,Rousettus leschenaulti,rectal swab,NC_030886.1:21121..24993,1,736,GCCDC1 356
1712,AOG30822.1,Rousettus bat coronavirus,2014-05-28 00:00:00,China,Rousettus leschenaulti,rectal swab,KU762338.1:21121..24993,1,736,GCCDC1 356
1713,AOG30812.1,Rousettus bat coronavirus,2014-05-28 00:00:00,China,Rousettus leschenaulti,rectal swab,KU762337.1:21084..24956,1,736,GCCDC1 346
1714,ABN10911.1,Bat coronavirus HKU9-1,,China: Guangdong province,bat,,EF065513.1:20974..24798,1,738,BF_005I
1715,ADM33574.1,Bat coronavirus HKU9-10-1,2006-04-10 00:00:00,China: Guangdong province,bat BF_506I,,HM211100.1:20959..24768,1,739,Bat coronavirus HKU9-10-1
1716,ADM33582.1,Bat coronavirus HKU9-10-2,2006-04-10 00:00:00,China: Guangdong province,bat BF_506I,,HM211101.1:20898..24740,1,740,Bat coronavirus HKU9-10-2
1717,ABN10919.1,Bat coronavirus HKU9-2,,China: Guangdong province,bat,,EF065514.1:20898..24725,1,741,BF_017I
1718,ABN10927.1,Bat coronavirus HKU9-3,,China: Guangdong province,bat,,EF065515.1:20959..24768,1,742,BF_493I
1719,ABN10935.1,Bat coronavirus HKU9-4,,China: Guangdong province,bat,,EF065516.1:20959..24777,1,743,BF_141I
1720,ADM33558.1,Bat coronavirus HKU9-5-1,2005-12-11 00:00:00,China: Guangdong province,bat BF_258I,,HM211098.1:20959..24768,1,744,Bat coronavirus HKU9-5-1
1721,ADM33566.1,Bat coronavirus HKU9-5-2,2005-12-11 00:00:00,China: Guangdong province,bat BF_258I,,HM211099.1:20898..24740,1,745,Bat coronavirus HKU9-5-2
1722,QDF43840.1,Coronavirus BtRt-BetaCoV/GX2018,2016-09-01 00:00:00,China,Rhinolophus affinis,,MK211379.1:20980..24813,1,747,BtRt-BetaCoV/GX2018
1723,AGC74176.1,Bat coronavirus Cp/Yunnan2011,2011-01-01 00:00:00,China,Chaerephon plicata,,JX993988.1:21391..25116,1,750,Cp/Yunnan2011
1724,QHR63300.2,Bat coronavirus RaTG13,2013-07-24 00:00:00,China,Rhinolophus affinis,fecal swab,MN996532.1:21545..25354,1,751,RaTG13
1725,AGC74165.1,Bat coronavirus Rp/Shaanxi2011,2011-09-01 00:00:00,China,Rhinolophus pusillus,,JX993987.1:21394..25116,1,752,Rp/Shaanxi2011
1726,AAY88866.1,Bat SARS coronavirus HKU3-1,,China,,,DQ022305.2:21471..25199,1,754,HKU3-1
1727,ADE34790.1,Bat SARS coronavirus HKU3-10,,,,,GQ153545.1:21462..25190,1,755,HKU3-10
1728,ADE34801.1,Bat SARS coronavirus HKU3-11,,,,,GQ153546.1:21462..25190,1,756,HKU3-11
1729,ADE34812.1,Bat SARS coronavirus HKU3-12,,,,,GQ153547.1:21471..25199,1,757,HKU3-12
1730,ADE34823.1,Bat SARS coronavirus HKU3-13,,,,,GQ153548.1:21444..25172,1,758,HKU3-13
1731,AAZ41329.1,Bat SARS coronavirus HKU3-2,,,,,DQ084199.1:21454..25182,1,759,HKU3-2
1732,AAZ41340.1,Bat SARS coronavirus HKU3-3,,,,,DQ084200.1:21454..25182,1,760,HKU3-3
1733,ADE34722.1,Bat SARS coronavirus HKU3-4,,,,,GQ153539.1:21471..25199,1,761,HKU3-4
1734,ADE34733.1,Bat SARS coronavirus HKU3-5,,,,,GQ153540.1:21471..25199,1,762,HKU3-5
1735,ADE34744.1,Bat SARS coronavirus HKU3-6,,,,,GQ153541.1:21471..25199,1,763,HKU3-6
1736,ADE34755.1,Bat SARS coronavirus HKU3-7,,,,,GQ153542.1:21483..25211,1,764,HKU3-7
1737,ADE34766.1,Bat SARS coronavirus HKU3-8,,,,,GQ153543.1:21483..25211,1,765,HKU3-8
1738,ADE34779.1,Bat SARS coronavirus HKU3-9,,,,,GQ153544.1:21462..25190,1,766,HKU3-9
1739,ABG47060.1,Bat CoV 273/2005,,,,,DQ648856.1:21476..25201,1,770,BtCoV/273/2005
1740,Q0Q475.1,Bat CoV 279/2005,,,Rhinolophus macrotis (Big-eared horseshoe bat),,,1,772,Bat CoV 279/2005
1741,ABG47069.1,Bat CoV 279/2005,,,,,DQ648857.1:21509..25234,1,772,BtCoV/279/2005
1742,Q3I5J5.1,Bat SARS CoV Rp3/2004,,,Rhinolophus ferrumequinum (Greater horseshoe bat),,,1,773,Bat SARS CoV Rp3/2004
1743,AAZ67052.1,Bat SARS CoV Rp3/2004,,China,bat,,DQ071615.1:21486..25211,1,773,Rp3
1744,AID16716.1,Bat SARS-like coronavirus,2012-01-01 00:00:00,China,Rhinolophus monoceros,,KF294457.1:21461..25189,1,774,Longquan-140
1745,AVP78042.1,Bat SARS-like coronavirus,2015-07-01 00:00:00,China,Rhinolophus sinicus,,MG772934.1:21483..25220,1,774,bat-SL-CoVZXC21
1746,AVP78031.1,Bat SARS-like coronavirus,2017-02-01 00:00:00,China,Rhinolophus sinicus,,MG772933.1:21549..25289,1,774,bat-SL-CoVZC45
1747,ATO98231.1,Bat SARS-like coronavirus,2015-10-16 00:00:00,China,Rhinolophus sinicus,,KY417152.1:21492..25262,1,774,Rs9401
1748,ATO98218.1,Bat SARS-like coronavirus,2014-10-24 00:00:00,China,Rhinolophus sinicus,,KY417151.1:21492..25262,1,774,Rs7327
1749,ATO98205.1,Bat SARS-like coronavirus,2013-07-21 00:00:00,China,Rhinolophus sinicus,,KY417150.1:21493..25260,1,774,Rs4874
1750,ATO98193.1,Bat SARS-like coronavirus,2013-04-17 00:00:00,China,Rhinolophus sinicus,,KY417149.1:21492..25217,1,774,Rs4255
1751,ATO98181.1,Bat SARS-like coronavirus,2013-04-17 00:00:00,China,Rhinolophus sinicus,,KY417148.1:21492..25220,1,774,Rs4247
1752,ATO98169.1,Bat SARS-like coronavirus,2013-04-17 00:00:00,China,Rhinolophus sinicus,,KY417147.1:21492..25217,1,774,Rs4237
1753,ATO98157.1,Bat SARS-like coronavirus,2013-04-17 00:00:00,China,Rhinolophus sinicus,,KY417146.1:21493..25260,1,774,Rs4231
1754,ATO98145.1,Bat SARS-like coronavirus,2012-09-18 00:00:00,China,Rhinilophus ferrumequinum,,KY417145.1:21492..25196,1,774,Rf4092
1755,ATO98132.1,Bat SARS-like coronavirus,2012-09-18 00:00:00,China,Rhinolophus sinicus,,KY417144.1:21492..25262,1,774,Rs4084
1756,ATO98120.1,Bat SARS-like coronavirus,2012-09-18 00:00:00,China,Rhinolophus sinicus,,KY417143.1:21492..25217,1,774,Rs4081
1757,ATO98108.1,Bat SARS-like coronavirus,2014-05-12 00:00:00,China,Aselliscus stoliczkanus,,KY417142.1:21492..25217,1,774,As6526
1758,AGZ48818.1,Bat SARS-like coronavirus Rs3367,2012-03-19 00:00:00,China,Rhinolophus sinicus,,KC881006.1:21492..25262,1,775,Rs3367
1759,AGZ48806.1,Bat SARS-like coronavirus RsSHC014,2011-04-17 00:00:00,China,Rhinolophus sinicus,,KC881005.1:21492..25262,1,776,RsSHC014
1760,AGZ48828.1,Bat SARS-like coronavirus WIV1,2012-09-18 00:00:00,China,Rhinolophus sinicus,,KC881007.1:1..3771,1,777,WIV1
1761,AGZ48831.1,Bat SARS-like coronavirus WIV1,2012-09-01 00:00:00,China,Rhinolophus sinicus,,KF367457.1:21492..25262,1,777,WIV1
1762,AKZ19076.1,Bat SARS-like coronavirus YNLF_31C,2013-05-23 00:00:00,China,Rhinolophus Ferrumequinum,,KP886808.1:21491..25216,1,778,YNLF_31C
1763,AKZ19087.1,Bat SARS-like coronavirus YNLF_34C,2013-05-23 00:00:00,China,Rhinolophus Ferrumequinum,,KP886809.1:21491..25216,1,779,YNLF_34C
1764,AIA62290.1,BtRf-BetaCoV/HeB2013,2013-01-01 00:00:00,China,Rhinolophus ferrumequinum,,KJ473812.1:21220..24945,1,780,BtRf-HeB2013
1765,AIA62277.1,BtRf-BetaCoV/JL2012,2012-01-01 00:00:00,China,Rhinolophus ferrumequinum,,KJ473811.1:21243..24953,1,781,BtRf-JL2012
1766,AIA62300.1,BtRf-BetaCoV/SX2013,2013-01-01 00:00:00,China,Rhinolophus ferrumequinum,,KJ473813.1:21243..24962,1,782,BtRf-SX2013
1767,AIA62320.1,BtRs-BetaCoV/GX2013,2013-01-01 00:00:00,China,Rhinolophus sinicus,,KJ473815.1:21246..24974,1,783,BtRs-GX2013
1768,AIA62310.1,BtRs-BetaCoV/HuB2013,2013-01-01 00:00:00,China,Rhinolophus sinicus,,KJ473814.1:21423..25148,1,784,BtRs-HuB2013
1769,AIA62330.1,BtRs-BetaCoV/YN2013,2013-01-01 00:00:00,China,Rhinolophus sinicus,,KJ473816.1:21257..24958,1,785,BtRs-YN2013
1770,AAU04646.1,Civet SARS CoV 007/2004,,China: Southern China,civet,rectal swab,AY572034.1:21466..25233,1,786,civet007
1771,AGT21273.1,SARS coronavirus ExoN1,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514420.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5P10/2009
1772,AGT21228.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514417.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.3P20/2010
1773,AGT21213.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514416.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.8P20/2010
1774,AGT21183.1,SARS coronavirus ExoN1,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514414.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5P20/2009
1775,AGT21153.1,SARS coronavirus ExoN1,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514412.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c13P20/2009
1776,AGT21138.1,SARS coronavirus ExoN1,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514411.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c13P10/2009
1777,AGT21123.1,SARS coronavirus ExoN1,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514410.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c8P20/2009
1778,AGT21078.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514407.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.7P20/2010
1779,AGT21063.1,SARS coronavirus ExoN1,2009-03-18 00:00:00,"USA: Nashville, TN",,,KF514406.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c13P1/2009
1780,AGT21048.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514405.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.2P20/2010
1781,AGT21018.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514403.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.1P20/2010
1782,AGT21003.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514402.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.6P20/2010
1783,AGT20988.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514401.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.5P20/2010
1784,AGT20898.1,SARS coronavirus ExoN1,2009-03-18 00:00:00,"USA: Nashville, TN",,,KF514395.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c8P1/2009
1785,AGT20868.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514393.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.10P20/2010
1786,AGT20838.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514391.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.9P20/2010
1787,AGT20823.1,SARS coronavirus ExoN1,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514390.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c5.4P20/2010
1788,AGT20808.1,SARS coronavirus ExoN1,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514389.1:21472..25239,1,790,SARS/VeroE6_lab/USA/ExoN1_c8P10/2009
1789,AEA11013.1,SARS coronavirus ExoN1,2009-03-18 00:00:00,"USA: Nashville, TN",,,JF292922.1:21452..25219,1,790,ExoN1 mutant
1790,AFM43867.1,SARS coronavirus ExoN1,2009-01-01 00:00:00,USA: Tennessee,,,JX162087.1:21472..25239,1,790,ExoN1 mutant
1791,ACZ72254.1,SARS coronavirus ExoN1,2008-08-06 00:00:00,USA: Tennessee,,,FJ882960.1:21452..25219,1,790,ExoN1 mutant
1792,ACZ72195.1,SARS coronavirus ExoN1,2008-08-06 00:00:00,USA: Tennessee,,,FJ882956.1:21452..25219,1,790,ExoN1 mutant
1793,ACZ72180.1,SARS coronavirus ExoN1,2008-03-28 00:00:00,USA: Tennessee,,,FJ882955.1:21452..25219,1,790,ExoN1 mutant
1794,ACZ72166.1,SARS coronavirus ExoN1,2008-08-06 00:00:00,USA: Tennessee,,,FJ882954.1:21445..25212,1,790,ExoN1 mutant
1795,ACZ72108.1,SARS coronavirus ExoN1,2008-08-06 00:00:00,USA: Tennessee,,,FJ882950.1:21452..25219,1,790,ExoN1 mutant
1796,ACZ72020.1,SARS coronavirus ExoN1,2008-03-28 00:00:00,USA: Tennessee,,,FJ882944.1:21434..25201,1,790,ExoN1 mutant
1797,ACZ71976.1,SARS coronavirus ExoN1,2008-03-28 00:00:00,USA: Tennessee,,,FJ882941.1:21471..25238,1,790,ExoN1 mutant
1798,ACZ71961.1,SARS coronavirus ExoN1,2008-08-06 00:00:00,USA: Tennessee,,,FJ882940.1:21452..25219,1,790,ExoN1 mutant
1799,ACZ71826.1,SARS coronavirus ExoN1,2008-03-28 00:00:00,USA: Tennessee,,,FJ882931.1:21452..25219,1,790,ExoN1 mutant
1800,ACZ71811.1,SARS coronavirus ExoN1,2007-09-22 00:00:00,USA: Tennessee,,,FJ882930.1:21472..25239,1,790,ExoN1 mutant
1801,ACZ71797.1,SARS coronavirus ExoN1,2008-03-28 00:00:00,USA: Tennessee,,,FJ882929.1:21471..25238,1,790,ExoN1 mutant
1802,ACZ71782.1,SARS coronavirus ExoN1,2007-08-28 00:00:00,USA: Tennessee,,,FJ882928.1:21472..25239,1,790,ExoN1 mutant
1803,ACZ71752.1,SARS coronavirus ExoN1,2007-09-22 00:00:00,USA: Tennessee,,,FJ882926.1:21460..25227,1,790,ExoN1 mutant
1804,AEA10983.1,SARS coronavirus MA15,2008-09-19 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292920.1:21452..25219,1,791,MA15
1805,AEA10968.1,SARS coronavirus MA15,2008-09-19 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292919.1:21452..25219,1,791,MA15
1806,AEA10953.1,SARS coronavirus MA15,2008-09-19 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292918.1:21452..25219,1,791,MA15
1807,AEA10938.1,SARS coronavirus MA15,2008-09-19 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292917.1:21452..25219,1,791,MA15
1808,AEA10923.1,SARS coronavirus MA15,2008-09-19 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292916.1:21452..25219,1,791,MA15
1809,AEA10908.1,SARS coronavirus MA15,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292915.1:21452..25219,1,791,MA15
1810,AEA10893.1,SARS coronavirus MA15,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292914.1:21452..25219,1,791,MA15
1811,AEA10878.1,SARS coronavirus MA15,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292913.1:21452..25219,1,791,MA15
1812,AEA10863.1,SARS coronavirus MA15,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292912.1:21452..25219,1,791,MA15
1813,AEA10848.1,SARS coronavirus MA15,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292911.1:21452..25219,1,791,MA15
1814,AEA10833.1,SARS coronavirus MA15,2008-08-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292910.1:21452..25219,1,791,MA15
1815,AEA10818.1,SARS coronavirus MA15,2008-08-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292909.1:21452..25219,1,791,MA15
1816,AEA10803.1,SARS coronavirus MA15,2008-08-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292908.1:21452..25219,1,791,MA15
1817,AEA10788.1,SARS coronavirus MA15,2008-08-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292907.1:21452..25219,1,791,MA15
1818,AEA10698.1,SARS coronavirus MA15,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890546.1:21452..25219,1,791,MA15
1819,AEA10683.1,SARS coronavirus MA15,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890545.1:21452..25219,1,791,MA15
1820,AEA10668.1,SARS coronavirus MA15,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890544.1:21452..25219,1,791,MA15
1821,AEA10653.1,SARS coronavirus MA15,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890543.1:21452..25219,1,791,MA15
1822,AEA10638.1,SARS coronavirus MA15,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890542.1:21452..25219,1,791,MA15
1823,AEA10623.1,SARS coronavirus MA15,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890541.1:21452..25219,1,791,MA15
1824,ACZ72269.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882961.1:21485..25252,1,791,MA15
1825,ACZ72225.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882958.1:21485..25252,1,791,MA15
1826,ACZ72210.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882957.1:21485..25252,1,791,MA15
1827,ACZ72136.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882952.1:21485..25252,1,791,MA15
1828,ACZ72078.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882948.1:21485..25252,1,791,MA15
1829,ACZ72035.1,SARS coronavirus MA15,2008-11-25 00:00:00,USA: Tennessee,,,FJ882945.1:21485..25252,1,791,MA15
1830,AEA10773.1,SARS coronavirus MA15 ExoN1,2008-09-18 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292906.1:21452..25219,1,792,MA15 ExoN1 mutant
1831,AEA10758.1,SARS coronavirus MA15 ExoN1,2008-09-18 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292905.1:21452..25219,1,792,MA15 ExoN1 mutant
1832,AEA10743.1,SARS coronavirus MA15 ExoN1,2008-09-18 00:00:00,"USA: Nashville, TN",Mus musculus; old,,JF292904.1:21452..25219,1,792,MA15 ExoN1 mutant
1833,AEA10728.1,SARS coronavirus MA15 ExoN1,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292903.1:21452..25219,1,792,MA15 ExoN1 mutant
1834,AEA10713.1,SARS coronavirus MA15 ExoN1,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,JF292902.1:21452..25219,1,792,MA15 ExoN1 mutant
1835,AEA10608.1,SARS coronavirus MA15 ExoN1,2008-09-18 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890540.1:21452..25219,1,792,MA15 ExoN1 mutant
1836,AEA10593.1,SARS coronavirus MA15 ExoN1,2008-09-18 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890539.1:21452..25219,1,792,MA15 ExoN1 mutant
1837,AEA10578.1,SARS coronavirus MA15 ExoN1,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890538.1:21452..25219,1,792,MA15 ExoN1 mutant
1838,AEA10563.1,SARS coronavirus MA15 ExoN1,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890537.1:21452..25219,1,792,MA15 ExoN1 mutant
1839,AEA10548.1,SARS coronavirus MA15 ExoN1,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890536.1:21452..25219,1,792,MA15 ExoN1 mutant
1840,AEA10533.1,SARS coronavirus MA15 ExoN1,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890535.1:21452..25219,1,792,MA15 ExoN1 mutant
1841,AEA10518.1,SARS coronavirus MA15 ExoN1,2008-09-17 00:00:00,"USA: Nashville, TN",Mus musculus; old,,HQ890534.1:21452..25219,1,792,MA15 ExoN1 mutant
1842,AEA10503.1,SARS coronavirus MA15 ExoN1,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890533.1:21452..25219,1,792,MA15 ExoN1 mutant
1843,AEA10488.1,SARS coronavirus MA15 ExoN1,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890532.1:21452..25219,1,792,MA15 ExoN1 mutant
1844,AEA10473.1,SARS coronavirus MA15 ExoN1,2008-10-10 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890531.1:21452..25219,1,792,MA15 ExoN1 mutant
1845,AEA10458.1,SARS coronavirus MA15 ExoN1,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890530.1:21452..25219,1,792,MA15 ExoN1 mutant
1846,AEA10443.1,SARS coronavirus MA15 ExoN1,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890529.1:21452..25219,1,792,MA15 ExoN1 mutant
1847,AEA10428.1,SARS coronavirus MA15 ExoN1,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890528.1:21452..25219,1,792,MA15 ExoN1 mutant
1848,AEA10413.1,SARS coronavirus MA15 ExoN1,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890527.1:21452..25219,1,792,MA15 ExoN1 mutant
1849,AEA10398.1,SARS coronavirus MA15 ExoN1,2008-10-08 00:00:00,"USA: Nashville, TN",Mus musculus; young,,HQ890526.1:21452..25219,1,792,MA15 ExoN1 mutant
1850,ACZ72284.1,SARS coronavirus MA15 ExoN1,2008-12-18 00:00:00,USA: Tennessee,,,FJ882962.1:21485..25252,1,792,MA15 ExoN1 mutant
1851,ACZ72240.1,SARS coronavirus MA15 ExoN1,2008-11-26 00:00:00,USA: Tennessee,,,FJ882959.1:21485..25252,1,792,MA15 ExoN1 mutant
1852,ACZ72151.1,SARS coronavirus MA15 ExoN1,2008-11-26 00:00:00,USA: Tennessee,,,FJ882953.1:21454..25221,1,792,MA15 ExoN1 mutant
1853,ACZ72122.1,SARS coronavirus MA15 ExoN1,2008-11-26 00:00:00,USA: Tennessee,,,FJ882951.1:21485..25252,1,792,MA15 ExoN1 mutant
1854,ACZ72005.1,SARS coronavirus MA15 ExoN1,2008-11-21 00:00:00,USA: North Carolina,,,FJ882943.1:21485..25252,1,792,MA15 ExoN1 mutant
1855,ACZ71991.1,SARS coronavirus MA15 ExoN1,2008-11-26 00:00:00,USA: Tennessee,,,FJ882942.1:21485..25252,1,792,MA15 ExoN1 mutant
1856,AGT21318.1,SARS coronavirus wtic-MB,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514423.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c3P20/2009
1857,AGT21303.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514422.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.3P20/2010
1858,AGT21288.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514421.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.2P20/2010
1859,AGT21258.1,SARS coronavirus wtic-MB,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514419.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1P10/2009
1860,AGT21243.1,SARS coronavirus wtic-MB,2009-03-18 00:00:00,"USA: Nashville, TN",,,KF514418.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c3P1/2009
1861,AGT21198.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514415.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.7P20/2010
1862,AGT21168.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514413.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.6P20/2010
1863,AGT21108.1,SARS coronavirus wtic-MB,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514409.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c2P20/2009
1864,AGT21093.1,SARS coronavirus wtic-MB,2009-03-18 00:00:00,"USA: Nashville, TN",,,KF514408.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c2P1/2009
1865,AGT21033.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514404.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.9P20/2010
1866,AGT20973.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514400.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.8P20/2010
1867,AGT20958.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514399.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.1P20/2010
1868,AGT20943.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514398.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.10P20/2010
1869,AGT20928.1,SARS coronavirus wtic-MB,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514397.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c2P10/2009
1870,AGT20913.1,SARS coronavirus wtic-MB,2009-05-19 00:00:00,"USA: Nashville, TN",,,KF514396.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c3P10/2009
1871,AGT20883.1,SARS coronavirus wtic-MB,2009-07-08 00:00:00,"USA: Nashville, TN",,,KF514394.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1P20/2009
1872,AGT20853.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514392.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.4P20/2010
1873,AGT20793.1,SARS coronavirus wtic-MB,2010-10-01 00:00:00,"USA: Nashville, TN",,,KF514388.1:21472..25239,1,793,SARS/VeroE6_lab/USA/WTic_c1.5P20/2010
1874,AEA10998.1,SARS coronavirus wtic-MB,2009-03-18 00:00:00,"USA: Nashville, TN",,,JF292921.1:21452..25219,1,793,WTic
